iter	Logloss	Accuracy
1146	0.02247976175	1
1147	0.02241223433	1
1148	0.02234722899	1
1149	0.02231540739	1
1150	0.02227641517	1
1151	0.02223232597	1
1152	0.02219927705	1
1153	0.02216179225	1
1154	0.02211655818	1
1155	0.02209727611	1
1156	0.02205604761	1
1157	0.0220342953	1
1158	0.02198794449	1
1159	0.02195499461	1
1160	0.02191032162	1
1161	0.02188738744	1
1162	0.02186547833	1
1163	0.02182704885	1
1164	0.02181014653	1
1165	0.02178042948	1
1166	0.0217515139	1
1167	0.02173034446	1
1168	0.02169501164	1
1169	0.02165730593	1
1170	0.02161507309	1
1171	0.02157192945	1
1172	0.02154120745	1
1173	0.02149858392	1
1174	0.02145632728	1
1175	0.02140072146	1
1176	0.02136859513	1
1177	0.02134455708	1
1178	0.02130372191	1
1179	0.02126518811	1
1180	0.02123364074	1
1181	0.02120138	1
1182	0.02115537873	1
1183	0.02109437078	1
1184	0.02105286218	1
1185	0.02100128912	1
1186	0.02095779735	1
1187	0.02092798162	1
1188	0.02089241489	1
1189	0.02086732816	1
1190	0.02084415394	1
1191	0.02081306005	1
1192	0.02077684137	1
1193	0.02073689065	1
1194	0.02071962715	1
1195	0.02069999577	1
1196	0.02065345791	1
1197	0.02062173704	1
1198	0.02056479785	1
1199	0.02051910132	1
